state,city,area,weekly_income,working_hours_per_day,orders_per_day,shift_timing,rainfall_intensity,temperature_trend,disruption_frequency,location_risk_score,income_per_hour,activity_level,shift_risk,risk_score
Gujarat,Vadodara,Waghodia,4611,8,18,night,0.36,0.74,0.34,0.468,82.34,2.25,0.7,0.476
Gujarat,Vadodara,Waghodia,3817,7,24,morning,0.36,0.74,0.34,0.468,77.9,3.43,0.2,0.475
Gujarat,Vadodara,Waghodia,4671,8,32,evening,0.36,0.74,0.34,0.468,83.41,4.0,0.6,0.506
Gujarat,Vadodara,Waghodia,9821,4,25,night,0.36,0.74,0.34,0.468,350.75,6.25,0.7,0.531
Gujarat,Vadodara,Waghodia,5334,10,25,morning,0.36,0.74,0.34,0.468,76.2,2.5,0.2,0.456
Gujarat,Vadodara,Waghodia,4763,5,34,afternoon,0.36,0.74,0.34,0.468,136.09,6.8,0.3,0.511
Gujarat,Vadodara,Waghodia,3549,12,34,night,0.36,0.74,0.34,0.468,42.25,2.83,0.7,0.488
Gujarat,Vadodara,Waghodia,7280,6,14,afternoon,0.36,0.74,0.34,0.468,173.33,2.33,0.3,0.458
Gujarat,Vadodara,Waghodia,8204,11,16,afternoon,0.36,0.74,0.34,0.468,106.55,1.45,0.3,0.44
Gujarat,Vadodara,Waghodia,3499,10,32,evening,0.36,0.74,0.34,0.468,49.99,3.2,0.6,0.49
Gujarat,Vadodara,Waghodia,7399,9,12,night,0.36,0.74,0.34,0.468,117.44,1.33,0.7,0.458
Gujarat,Vadodara,Waghodia,3834,6,8,night,0.36,0.74,0.34,0.468,91.29,1.33,0.7,0.458
Gujarat,Vadodara,Sama Savli,3922,4,34,evening,0.32,0.73,0.28,0.431,140.07,8.5,0.6,0.495
Gujarat,Vadodara,Sama Savli,6065,4,29,morning,0.32,0.73,0.28,0.431,216.61,7.25,0.2,0.475
Gujarat,Vadodara,Sama Savli,9228,5,15,afternoon,0.32,0.73,0.28,0.431,263.66,3.0,0.3,0.44
Gujarat,Vadodara,Sama Savli,5576,12,26,night,0.32,0.73,0.28,0.431,66.38,2.17,0.7,0.443
Gujarat,Vadodara,Sama Savli,5084,12,33,night,0.32,0.73,0.28,0.431,60.52,2.75,0.7,0.454
Gujarat,Vadodara,Sama Savli,9564,5,13,afternoon,0.32,0.73,0.28,0.431,273.26,2.6,0.3,0.431
Gujarat,Vadodara,Sama Savli,4529,10,21,evening,0.32,0.73,0.28,0.431,64.7,2.1,0.6,0.436
Gujarat,Vadodara,Sama Savli,5343,11,10,evening,0.32,0.73,0.28,0.431,69.39,0.91,0.6,0.413
Gujarat,Vadodara,Sama Savli,3451,12,9,night,0.32,0.73,0.28,0.431,41.08,0.75,0.7,0.414
Gujarat,Vadodara,Sama Savli,6010,11,30,morning,0.32,0.73,0.28,0.431,78.05,2.73,0.2,0.429
Gujarat,Vadodara,Sama Savli,6590,7,13,afternoon,0.32,0.73,0.28,0.431,134.49,1.86,0.3,0.417
Gujarat,Vadodara,Sama Savli,7363,8,31,night,0.32,0.73,0.28,0.431,131.48,3.88,0.7,0.477
Gujarat,Vadodara,Sama Savli,3161,6,20,morning,0.32,0.73,0.28,0.431,75.26,3.33,0.2,0.441
Gujarat,Vadodara,Sama Savli,6747,9,28,morning,0.32,0.73,0.28,0.431,107.1,3.11,0.2,0.437
Gujarat,Vadodara,Sama Savli,6644,5,15,night,0.32,0.73,0.28,0.431,189.83,3.0,0.7,0.459
Gujarat,Vadodara,Sama Savli,5707,8,18,afternoon,0.32,0.73,0.28,0.431,101.91,2.25,0.3,0.424
Gujarat,Vadodara,Sama Savli,5252,9,25,afternoon,0.32,0.73,0.28,0.431,83.37,2.78,0.3,0.435
Gujarat,Vadodara,Sama Savli,5382,12,31,morning,0.32,0.73,0.28,0.431,64.07,2.58,0.2,0.426
Gujarat,Vadodara,Sama Savli,4617,6,24,evening,0.32,0.73,0.28,0.431,109.93,4.0,0.6,0.475
Gujarat,Vadodara,Sama Savli,5656,4,18,night,0.32,0.73,0.28,0.431,202.0,4.5,0.7,0.489
Gujarat,Vadodara,Sama Savli,9730,5,28,afternoon,0.32,0.73,0.28,0.431,278.0,5.6,0.3,0.48
Gujarat,Vadodara,Sama Savli,7273,11,9,evening,0.32,0.73,0.28,0.431,94.45,0.82,0.6,0.411
Gujarat,Vadodara,Sama Savli,3582,9,26,afternoon,0.32,0.73,0.28,0.431,56.86,2.89,0.3,0.437
Gujarat,Vadodara,Sama Savli,9543,7,34,morning,0.32,0.73,0.28,0.431,194.76,4.86,0.2,0.472
Gujarat,Vadodara,Sama Savli,8344,6,32,evening,0.32,0.73,0.28,0.431,198.67,5.33,0.6,0.495
Gujarat,Vadodara,Sama Savli,8378,6,33,night,0.32,0.73,0.28,0.431,199.48,5.5,0.7,0.499
Gujarat,Vadodara,Sama Savli,8986,9,10,afternoon,0.32,0.73,0.28,0.431,142.63,1.11,0.3,0.402
Gujarat,Vadodara,Sama Savli,3925,8,30,night,0.32,0.73,0.28,0.431,70.09,3.75,0.7,0.474
Gujarat,Vadodara,Sama Savli,3481,11,17,night,0.32,0.73,0.28,0.431,45.21,1.55,0.7,0.43
Gujarat,Vadodara,Sama Savli,4580,5,10,evening,0.32,0.73,0.28,0.431,130.86,2.0,0.6,0.434
Gujarat,Vadodara,Sama Savli,5416,7,33,morning,0.32,0.73,0.28,0.431,110.53,4.71,0.2,0.469
Gujarat,Vadodara,Sama Savli,8520,12,11,morning,0.32,0.73,0.28,0.431,101.43,0.92,0.2,0.393
Gujarat,Vadodara,Sama Savli,5031,12,9,morning,0.32,0.73,0.28,0.431,59.89,0.75,0.2,0.39
Gujarat,Vadodara,Sama Savli,7858,8,17,night,0.32,0.73,0.28,0.431,140.32,2.12,0.7,0.442
Gujarat,Vadodara,Sama Savli,3540,7,19,evening,0.32,0.73,0.28,0.431,72.24,2.71,0.6,0.449
Gujarat,Vadodara,Sama Savli,9193,6,33,evening,0.32,0.73,0.28,0.431,218.88,5.5,0.6,0.495
Gujarat,Vadodara,Sama Savli,5546,10,22,night,0.32,0.73,0.28,0.431,79.23,2.2,0.7,0.443
Gujarat,Vadodara,Sama Savli,6263,4,25,morning,0.32,0.73,0.28,0.431,223.68,6.25,0.2,0.475
Gujarat,Vadodara,Sama Savli,6555,4,16,evening,0.32,0.73,0.28,0.431,234.11,4.0,0.6,0.475
Gujarat,Vadodara,Sama Savli,5473,10,32,night,0.32,0.73,0.28,0.431,78.19,3.2,0.7,0.463
Gujarat,Vadodara,Sama Savli,8513,12,28,night,0.32,0.73,0.28,0.431,101.35,2.33,0.7,0.446
Gujarat,Vadodara,Sama Savli,3163,4,30,afternoon,0.32,0.73,0.28,0.431,112.96,7.5,0.3,0.48
Gujarat,Vadodara,Sama Savli,7841,8,28,morning,0.32,0.73,0.28,0.431,140.02,3.5,0.2,0.445
Gujarat,Vadodara,Sama Savli,7510,6,8,night,0.32,0.73,0.28,0.431,178.81,1.33,0.7,0.426
Gujarat,Vadodara,Sama Savli,5073,11,27,morning,0.32,0.73,0.28,0.431,65.88,2.45,0.2,0.423
Gujarat,Vadodara,Sama Savli,5851,12,8,evening,0.32,0.73,0.28,0.431,69.65,0.67,0.6,0.408
Gujarat,Vadodara,Sama Savli,5000,12,14,night,0.32,0.73,0.28,0.431,59.52,1.17,0.7,0.423
Gujarat,Vadodara,Sama Savli,3871,8,22,night,0.32,0.73,0.28,0.431,69.12,2.75,0.7,0.454
Gujarat,Vadodara,Sama Savli,9091,4,27,evening,0.32,0.73,0.28,0.431,324.68,6.75,0.6,0.495
Gujarat,Vadodara,Sama Savli,5364,7,22,night,0.32,0.73,0.28,0.431,109.47,3.14,0.7,0.462
Gujarat,Vadodara,Sama Savli,8617,6,33,night,0.32,0.73,0.28,0.431,205.17,5.5,0.7,0.499
Gujarat,Vadodara,Sama Savli,8566,7,22,afternoon,0.32,0.73,0.28,0.431,174.82,3.14,0.3,0.442
Gujarat,Vadodara,Sama Savli,8927,4,16,afternoon,0.32,0.73,0.28,0.431,318.82,4.0,0.3,0.46
Gujarat,Vadodara,Sama Savli,7760,10,35,morning,0.32,0.73,0.28,0.431,110.86,3.5,0.2,0.445
Gujarat,Vadodara,Sama Savli,9275,9,21,afternoon,0.32,0.73,0.28,0.431,147.22,2.33,0.3,0.426
Gujarat,Vadodara,Sama Savli,8195,8,19,evening,0.32,0.73,0.28,0.431,146.34,2.38,0.6,0.442
Gujarat,Vadodara,Sama Savli,3334,7,28,morning,0.32,0.73,0.28,0.431,68.04,4.0,0.2,0.455
Gujarat,Vadodara,Sama Savli,9989,9,18,afternoon,0.32,0.73,0.28,0.431,158.56,2.0,0.3,0.419
Gujarat,Vadodara,Sama Savli,7683,10,8,morning,0.32,0.73,0.28,0.431,109.76,0.8,0.2,0.391
Gujarat,Vadodara,Sama Savli,5889,12,10,morning,0.32,0.73,0.28,0.431,70.11,0.83,0.2,0.391
Gujarat,Vadodara,Sama Savli,9127,8,34,morning,0.32,0.73,0.28,0.431,162.98,4.25,0.2,0.46
Gujarat,Vadodara,Sama Savli,7711,7,30,afternoon,0.32,0.73,0.28,0.431,157.37,4.29,0.3,0.465
Gujarat,Vadodara,Sama Savli,8613,5,11,night,0.32,0.73,0.28,0.431,246.09,2.2,0.7,0.443
Gujarat,Vadodara,Sama Savli,4498,8,22,afternoon,0.32,0.73,0.28,0.431,80.32,2.75,0.3,0.434
Gujarat,Vadodara,Sama Savli,3111,4,27,morning,0.32,0.73,0.28,0.431,111.11,6.75,0.2,0.475
Gujarat,Vadodara,Sama Savli,6680,12,12,afternoon,0.32,0.73,0.28,0.431,79.52,1.0,0.3,0.4
Gujarat,Vadodara,Sama Savli,6773,10,26,evening,0.32,0.73,0.28,0.431,96.76,2.6,0.6,0.447
Gujarat,Vadodara,Sama Savli,4580,6,21,morning,0.32,0.73,0.28,0.431,109.05,3.5,0.2,0.445
Gujarat,Vadodara,Sama Savli,7159,8,15,morning,0.32,0.73,0.28,0.431,127.84,1.88,0.2,0.412
Gujarat,Vadodara,Sama Savli,5436,5,10,morning,0.32,0.73,0.28,0.431,155.31,2.0,0.2,0.414
Gujarat,Vadodara,Sama Savli,4751,9,31,night,0.32,0.73,0.28,0.431,75.41,3.44,0.7,0.468
Gujarat,Vadodara,Sama Savli,6575,6,22,evening,0.32,0.73,0.28,0.431,156.55,3.67,0.6,0.468
Gujarat,Vadodara,Sama Savli,8073,7,14,afternoon,0.32,0.73,0.28,0.431,164.76,2.0,0.3,0.419
Gujarat,Vadodara,Sama Savli,7672,10,12,afternoon,0.32,0.73,0.28,0.431,109.6,1.2,0.3,0.404
Gujarat,Vadodara,Sama Savli,9480,8,34,afternoon,0.32,0.73,0.28,0.431,169.29,4.25,0.3,0.465
Gujarat,Vadodara,Sama Savli,3419,7,14,evening,0.32,0.73,0.28,0.431,69.78,2.0,0.6,0.434
Gujarat,Vadodara,Sama Savli,6916,12,10,evening,0.32,0.73,0.28,0.431,82.33,0.83,0.6,0.411
Gujarat,Vadodara,Sama Savli,6926,6,11,evening,0.32,0.73,0.28,0.431,164.9,1.83,0.6,0.431
Gujarat,Vadodara,Sama Savli,4465,7,14,morning,0.32,0.73,0.28,0.431,91.12,2.0,0.2,0.414
Gujarat,Vadodara,Sama Savli,7384,8,11,evening,0.32,0.73,0.28,0.431,131.86,1.38,0.6,0.422
Gujarat,Vadodara,Gotri,9530,8,18,afternoon,0.34,0.71,0.26,0.427,170.18,2.25,0.3,0.421
Gujarat,Vadodara,Gotri,5141,12,27,night,0.34,0.71,0.26,0.427,61.2,2.25,0.7,0.441
Gujarat,Vadodara,Gotri,3609,12,9,night,0.34,0.71,0.26,0.427,42.96,0.75,0.7,0.411
Gujarat,Vadodara,Gotri,5807,10,12,morning,0.34,0.71,0.26,0.427,82.96,1.2,0.2,0.396
Gujarat,Vadodara,Gotri,6027,10,25,night,0.34,0.71,0.26,0.427,86.1,2.5,0.7,0.446
Gujarat,Vadodara,Gotri,4489,11,19,morning,0.34,0.71,0.26,0.427,58.3,1.73,0.2,0.406
Gujarat,Vadodara,Gotri,5054,4,17,night,0.34,0.71,0.26,0.427,180.5,4.25,0.7,0.481
Gujarat,Vadodara,Gotri,5190,12,21,morning,0.34,0.71,0.26,0.427,61.79,1.75,0.2,0.406
Gujarat,Vadodara,Gotri,4344,11,26,night,0.34,0.71,0.26,0.427,56.42,2.36,0.7,0.444
Gujarat,Vadodara,Gotri,3030,7,31,night,0.34,0.71,0.26,0.427,61.84,4.43,0.7,0.485
Gujarat,Vadodara,Gotri,7336,11,8,morning,0.34,0.71,0.26,0.427,95.27,0.73,0.2,0.386
Gujarat,Vadodara,Gotri,5836,10,12,night,0.34,0.71,0.26,0.427,83.37,1.2,0.7,0.42
Gujarat,Vadodara,Gotri,5535,6,8,evening,0.34,0.71,0.26,0.427,131.79,1.33,0.6,0.418
Gujarat,Vadodara,Gotri,5427,12,32,evening,0.34,0.71,0.26,0.427,64.61,2.67,0.6,0.445
Gujarat,Vadodara,Gotri,5883,6,32,night,0.34,0.71,0.26,0.427,140.07,5.33,0.7,0.496
Gujarat,Vadodara,Gotri,4657,5,17,night,0.34,0.71,0.26,0.427,133.06,3.4,0.7,0.464
Gujarat,Vadodara,Gotri,6905,4,20,evening,0.34,0.71,0.26,0.427,246.61,5.0,0.6,0.492
Gujarat,Vadodara,Gotri,5663,6,20,evening,0.34,0.71,0.26,0.427,134.83,3.33,0.6,0.458
Gujarat,Vadodara,Gotri,7644,11,13,night,0.34,0.71,0.26,0.427,99.27,1.18,0.7,0.42
Gujarat,Vadodara,Gotri,9595,9,30,morning,0.34,0.71,0.26,0.427,152.3,3.33,0.2,0.438
Gujarat,Vadodara,Gotri,9949,5,21,night,0.34,0.71,0.26,0.427,284.26,4.2,0.7,0.48
Gujarat,Vadodara,Gotri,8887,4,14,night,0.34,0.71,0.26,0.427,317.39,3.5,0.7,0.466
Gujarat,Vadodara,Gotri,6965,11,20,afternoon,0.34,0.71,0.26,0.427,90.45,1.82,0.3,0.413
Gujarat,Vadodara,Gotri,7788,5,14,morning,0.34,0.71,0.26,0.427,222.51,2.8,0.2,0.427
Gujarat,Vadodara,Gotri,8400,8,18,morning,0.34,0.71,0.26,0.427,150.0,2.25,0.2,0.416
Gujarat,Vadodara,Gotri,3478,12,31,night,0.34,0.71,0.26,0.427,41.4,2.58,0.7,0.448
Gujarat,Vadodara,Gotri,9368,7,32,morning,0.34,0.71,0.26,0.427,191.18,4.57,0.2,0.463
Gujarat,Vadodara,Gotri,9339,11,30,night,0.34,0.71,0.26,0.427,121.29,2.73,0.7,0.451
Gujarat,Vadodara,Gotri,5249,7,34,afternoon,0.34,0.71,0.26,0.427,107.12,4.86,0.3,0.474
Gujarat,Vadodara,Gotri,9354,10,26,afternoon,0.34,0.71,0.26,0.427,133.63,2.6,0.3,0.428
Gujarat,Vadodara,Gotri,9616,12,20,night,0.34,0.71,0.26,0.427,114.48,1.67,0.7,0.43
Gujarat,Vadodara,Gotri,3983,8,23,afternoon,0.34,0.71,0.26,0.427,71.12,2.88,0.3,0.434
Gujarat,Vadodara,Gotri,6758,7,16,night,0.34,0.71,0.26,0.427,137.92,2.29,0.7,0.442
Gujarat,Vadodara,Gotri,6754,10,31,night,0.34,0.71,0.26,0.427,96.49,3.1,0.7,0.458
Gujarat,Vadodara,Gotri,4395,9,24,evening,0.34,0.71,0.26,0.427,69.76,2.67,0.6,0.445
Gujarat,Vadodara,Gotri,4439,4,17,morning,0.34,0.71,0.26,0.427,158.54,4.25,0.2,0.457
Gujarat,Vadodara,Gotri,3637,7,26,afternoon,0.34,0.71,0.26,0.427,74.22,3.71,0.3,0.451
Gujarat,Vadodara,Gotri,5546,6,23,afternoon,0.34,0.71,0.26,0.427,132.05,3.83,0.3,0.453
Gujarat,Vadodara,Gotri,7872,11,28,evening,0.34,0.71,0.26,0.427,102.23,2.55,0.6,0.443
Gujarat,Vadodara,Gotri,4837,8,29,night,0.34,0.71,0.26,0.427,86.38,3.62,0.7,0.469
Gujarat,Vadodara,Gotri,5503,5,31,night,0.34,0.71,0.26,0.427,157.23,6.2,0.7,0.496
Gujarat,Vadodara,Gotri,5643,5,17,night,0.34,0.71,0.26,0.427,161.23,3.4,0.7,0.464
Gujarat,Vadodara,Gotri,6300,12,18,afternoon,0.34,0.71,0.26,0.427,75.0,1.5,0.3,0.406
Gujarat,Vadodara,Gotri,5112,12,25,night,0.34,0.71,0.26,0.427,60.86,2.08,0.7,0.438
Gujarat,Vadodara,Gotri,4077,5,31,night,0.34,0.71,0.26,0.427,116.49,6.2,0.7,0.496
Gujarat,Vadodara,Gotri,4543,7,33,morning,0.34,0.71,0.26,0.427,92.71,4.71,0.2,0.466
Gujarat,Vadodara,Gotri,9948,7,16,night,0.34,0.71,0.26,0.427,203.02,2.29,0.7,0.442
Gujarat,Vadodara,Gotri,9248,12,8,night,0.34,0.71,0.26,0.427,110.1,0.67,0.7,0.41
Gujarat,Vadodara,Gotri,5685,4,25,night,0.34,0.71,0.26,0.427,203.04,6.25,0.7,0.496
Gujarat,Vadodara,Gotri,4675,6,22,afternoon,0.34,0.71,0.26,0.427,111.31,3.67,0.3,0.45
Gujarat,Vadodara,Gotri,4377,7,27,afternoon,0.34,0.71,0.26,0.427,89.33,3.86,0.3,0.454
Gujarat,Vadodara,Gotri,5514,7,22,morning,0.34,0.71,0.26,0.427,112.53,3.14,0.2,0.434
Gujarat,Vadodara,Gotri,3528,11,28,evening,0.34,0.71,0.26,0.427,45.82,2.55,0.6,0.443
Gujarat,Vadodara,Gotri,6881,7,33,morning,0.34,0.71,0.26,0.427,140.43,4.71,0.2,0.466
Gujarat,Vadodara,Gotri,3415,8,10,night,0.34,0.71,0.26,0.427,60.98,1.25,0.7,0.421
Gujarat,Vadodara,Gotri,8835,6,35,evening,0.34,0.71,0.26,0.427,210.36,5.83,0.6,0.492
Gujarat,Vadodara,Gotri,8726,9,30,night,0.34,0.71,0.26,0.427,138.51,3.33,0.7,0.463
Gujarat,Vadodara,Gotri,3064,4,25,afternoon,0.34,0.71,0.26,0.427,109.43,6.25,0.3,0.477
Gujarat,Vadodara,Gotri,7748,5,31,afternoon,0.34,0.71,0.26,0.427,221.37,6.2,0.3,0.477
Gujarat,Vadodara,Gotri,3066,8,14,morning,0.34,0.71,0.26,0.427,54.75,1.75,0.2,0.406
Gujarat,Vadodara,Gotri,9569,4,18,afternoon,0.34,0.71,0.26,0.427,341.75,4.5,0.3,0.467
Gujarat,Vadodara,Gotri,9903,6,35,afternoon,0.34,0.71,0.26,0.427,235.79,5.83,0.3,0.477
Gujarat,Vadodara,Gotri,5966,6,17,afternoon,0.34,0.71,0.26,0.427,142.05,2.83,0.3,0.433
Gujarat,Vadodara,Gotri,6248,12,22,morning,0.34,0.71,0.26,0.427,74.38,1.83,0.2,0.408
Gujarat,Vadodara,Gotri,3420,12,28,night,0.34,0.71,0.26,0.427,40.71,2.33,0.7,0.443
Gujarat,Vadodara,Gotri,9473,7,30,afternoon,0.34,0.71,0.26,0.427,193.33,4.29,0.3,0.462
Gujarat,Vadodara,Gotri,8209,4,31,evening,0.34,0.71,0.26,0.427,293.18,7.75,0.6,0.492
Gujarat,Vadodara,Gotri,7642,7,24,night,0.34,0.71,0.26,0.427,155.96,3.43,0.7,0.465
Gujarat,Vadodara,Gotri,9112,12,23,evening,0.34,0.71,0.26,0.427,108.48,1.92,0.6,0.43
Gujarat,Vadodara,Gotri,4699,9,28,evening,0.34,0.71,0.26,0.427,74.59,3.11,0.6,0.454
Gujarat,Vadodara,Gotri,4541,9,19,night,0.34,0.71,0.26,0.427,72.08,2.11,0.7,0.439
Gujarat,Vadodara,Gotri,7966,7,15,morning,0.34,0.71,0.26,0.427,162.57,2.14,0.2,0.414
Gujarat,Vadodara,Gotri,5579,4,31,afternoon,0.34,0.71,0.26,0.427,199.25,7.75,0.3,0.477
Gujarat,Vadodara,Gotri,5202,11,25,night,0.34,0.71,0.26,0.427,67.56,2.27,0.7,0.442
Gujarat,Vadodara,Gotri,6524,6,30,night,0.34,0.71,0.26,0.427,155.33,5.0,0.7,0.496
Gujarat,Vadodara,Gotri,5748,10,15,morning,0.34,0.71,0.26,0.427,82.11,1.5,0.2,0.401
Gujarat,Vadodara,Gotri,3280,6,25,afternoon,0.34,0.71,0.26,0.427,78.1,4.17,0.3,0.46
Gujarat,Vadodara,Gotri,8699,10,19,afternoon,0.34,0.71,0.26,0.427,124.27,1.9,0.3,0.414
Gujarat,Vadodara,Gotri,5150,10,17,afternoon,0.34,0.71,0.26,0.427,73.57,1.7,0.3,0.41
Gujarat,Vadodara,Gotri,6577,10,18,morning,0.34,0.71,0.26,0.427,93.96,1.8,0.2,0.407
Gujarat,Ahmedabad,Navrangpura,7080,6,29,night,0.28,0.82,0.4,0.478,168.57,4.83,0.7,0.535
Gujarat,Ahmedabad,Navrangpura,8096,10,32,night,0.28,0.82,0.4,0.478,115.66,3.2,0.7,0.502
Gujarat,Ahmedabad,Navrangpura,7456,12,9,night,0.28,0.82,0.4,0.478,88.76,0.75,0.7,0.453
Gujarat,Ahmedabad,Navrangpura,4141,6,9,afternoon,0.28,0.82,0.4,0.478,98.6,1.5,0.3,0.448
Gujarat,Ahmedabad,Navrangpura,4985,5,24,afternoon,0.28,0.82,0.4,0.478,142.43,4.8,0.3,0.514
Gujarat,Ahmedabad,Navrangpura,8519,7,16,afternoon,0.28,0.82,0.4,0.478,173.86,2.29,0.3,0.464
Gujarat,Ahmedabad,Navrangpura,8263,11,13,evening,0.28,0.82,0.4,0.478,107.31,1.18,0.6,0.457
Gujarat,Ahmedabad,Navrangpura,7003,11,25,afternoon,0.28,0.82,0.4,0.478,90.95,2.27,0.3,0.463
Gujarat,Ahmedabad,Navrangpura,3879,5,21,morning,0.28,0.82,0.4,0.478,110.83,4.2,0.2,0.497
Gujarat,Ahmedabad,Navrangpura,5158,4,23,afternoon,0.28,0.82,0.4,0.478,184.21,5.75,0.3,0.518
Gujarat,Ahmedabad,Navrangpura,7471,11,13,afternoon,0.28,0.82,0.4,0.478,97.03,1.18,0.3,0.442
Gujarat,Ahmedabad,Navrangpura,3932,4,18,evening,0.28,0.82,0.4,0.478,140.43,4.5,0.6,0.523
Gujarat,Ahmedabad,Navrangpura,8664,11,20,evening,0.28,0.82,0.4,0.478,112.52,1.82,0.6,0.469
Gujarat,Ahmedabad,Navrangpura,5523,9,27,morning,0.28,0.82,0.4,0.478,87.67,3.0,0.2,0.473
Gujarat,Ahmedabad,Navrangpura,7809,4,12,afternoon,0.28,0.82,0.4,0.478,278.89,3.0,0.3,0.478
Gujarat,Ahmedabad,Navrangpura,4069,8,15,afternoon,0.28,0.82,0.4,0.478,72.66,1.88,0.3,0.456
Gujarat,Ahmedabad,Navrangpura,9553,9,11,afternoon,0.28,0.82,0.4,0.478,151.63,1.22,0.3,0.442
Gujarat,Ahmedabad,Navrangpura,7988,5,30,morning,0.28,0.82,0.4,0.478,228.23,6.0,0.2,0.513
Gujarat,Ahmedabad,Navrangpura,7654,12,33,afternoon,0.28,0.82,0.4,0.478,91.12,2.75,0.3,0.473
Gujarat,Ahmedabad,Navrangpura,3452,9,14,night,0.28,0.82,0.4,0.478,54.79,1.56,0.7,0.469
Gujarat,Ahmedabad,Navrangpura,4982,10,19,morning,0.28,0.82,0.4,0.478,71.17,1.9,0.2,0.451
Gujarat,Ahmedabad,Navrangpura,5057,11,15,evening,0.28,0.82,0.4,0.478,65.68,1.36,0.6,0.46
Gujarat,Ahmedabad,Navrangpura,4509,4,8,night,0.28,0.82,0.4,0.478,161.04,2.0,0.7,0.478
Gujarat,Ahmedabad,Navrangpura,3552,11,35,afternoon,0.28,0.82,0.4,0.478,46.13,3.18,0.3,0.482
Gujarat,Ahmedabad,Navrangpura,8598,11,28,morning,0.28,0.82,0.4,0.478,111.66,2.55,0.2,0.464
Gujarat,Ahmedabad,Navrangpura,3310,6,32,morning,0.28,0.82,0.4,0.478,78.81,5.33,0.2,0.513
Gujarat,Ahmedabad,Navrangpura,8869,8,30,night,0.28,0.82,0.4,0.478,158.38,3.75,0.7,0.513
Gujarat,Ahmedabad,Navrangpura,5409,11,16,night,0.28,0.82,0.4,0.478,70.25,1.45,0.7,0.467
Gujarat,Ahmedabad,Navrangpura,4493,5,28,morning,0.28,0.82,0.4,0.478,128.37,5.6,0.2,0.513
Gujarat,Ahmedabad,Navrangpura,6903,8,29,evening,0.28,0.82,0.4,0.478,123.27,3.62,0.6,0.505
Gujarat,Ahmedabad,Navrangpura,5874,5,9,night,0.28,0.82,0.4,0.478,167.83,1.8,0.7,0.474
Gujarat,Ahmedabad,Navrangpura,9020,12,24,morning,0.28,0.82,0.4,0.478,107.38,2.0,0.2,0.453
Gujarat,Ahmedabad,Navrangpura,3920,6,12,morning,0.28,0.82,0.4,0.478,93.33,2.0,0.2,0.453
Gujarat,Ahmedabad,Navrangpura,3425,8,25,afternoon,0.28,0.82,0.4,0.478,61.16,3.12,0.3,0.48
Gujarat,Ahmedabad,Navrangpura,8524,11,23,evening,0.28,0.82,0.4,0.478,110.7,2.09,0.6,0.475
Gujarat,Ahmedabad,Navrangpura,4615,4,12,afternoon,0.28,0.82,0.4,0.478,164.82,3.0,0.3,0.478
Gujarat,Ahmedabad,Navrangpura,7229,9,28,afternoon,0.28,0.82,0.4,0.478,114.75,3.11,0.3,0.48
Gujarat,Ahmedabad,Navrangpura,7494,9,27,afternoon,0.28,0.82,0.4,0.478,118.95,3.0,0.3,0.478
Gujarat,Ahmedabad,Navrangpura,3005,5,21,afternoon,0.28,0.82,0.4,0.478,85.86,4.2,0.3,0.502
Gujarat,Ahmedabad,Navrangpura,5351,4,20,evening,0.28,0.82,0.4,0.478,191.11,5.0,0.6,0.533
Gujarat,Ahmedabad,Navrangpura,8036,9,35,evening,0.28,0.82,0.4,0.478,127.56,3.89,0.6,0.511
Gujarat,Ahmedabad,Navrangpura,4233,9,24,afternoon,0.28,0.82,0.4,0.478,67.19,2.67,0.3,0.471
Gujarat,Ahmedabad,Navrangpura,9392,9,26,evening,0.28,0.82,0.4,0.478,149.08,2.89,0.6,0.491
Gujarat,Ahmedabad,Navrangpura,9828,9,32,evening,0.28,0.82,0.4,0.478,156.0,3.56,0.6,0.504
Gujarat,Ahmedabad,Navrangpura,5763,11,30,morning,0.28,0.82,0.4,0.478,74.84,2.73,0.2,0.468
Gujarat,Ahmedabad,Navrangpura,4873,9,16,morning,0.28,0.82,0.4,0.478,77.35,1.78,0.2,0.449
Gujarat,Ahmedabad,Navrangpura,8558,7,18,morning,0.28,0.82,0.4,0.478,174.65,2.57,0.2,0.464
Gujarat,Ahmedabad,Navrangpura,9478,12,34,night,0.28,0.82,0.4,0.478,112.83,2.83,0.7,0.495
Gujarat,Ahmedabad,Navrangpura,3348,12,16,night,0.28,0.82,0.4,0.478,39.86,1.33,0.7,0.465
Gujarat,Ahmedabad,Navrangpura,3890,4,18,night,0.28,0.82,0.4,0.478,138.93,4.5,0.7,0.528
Gujarat,Ahmedabad,Navrangpura,9290,12,10,morning,0.28,0.82,0.4,0.478,110.6,0.83,0.2,0.43
Gujarat,Ahmedabad,Navrangpura,6851,4,24,afternoon,0.28,0.82,0.4,0.478,244.68,6.0,0.3,0.518
Gujarat,Ahmedabad,Navrangpura,4833,6,24,night,0.28,0.82,0.4,0.478,115.07,4.0,0.7,0.518
Gujarat,Ahmedabad,Navrangpura,3397,12,22,evening,0.28,0.82,0.4,0.478,40.44,1.83,0.6,0.47
Gujarat,Ahmedabad,Navrangpura,5157,4,27,night,0.28,0.82,0.4,0.478,184.18,6.75,0.7,0.538
Gujarat,Ahmedabad,Navrangpura,8450,4,17,afternoon,0.28,0.82,0.4,0.478,301.79,4.25,0.3,0.503
